SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22
58,0.75,1,1,0.9746835,0.9493671,0.9367089,0.8734177,0.7721519,0.721519,0.6962025,0.6708861,0.6455696,0.5949367,0.5822785,0.556962,0.5189873,0.4683544,0.4303797,0.4050633,0.3924051,0.3670886,0.3291139,0.2911392,0.03797468,0
59,0.75,1,1,0.9873418,0.9620253,0.9367089,0.9240506,0.8734177,0.8481013,0.835443,0.8227848,0.7088608,0.6835443,0.6075949,0.5822785,0.556962,0.5316456,0.5063291,0.2658228,0.2025316,0.1518987,0.1139241,0.05063291,0.01265823,0
60,0.75,1,1,0.9873418,0.9240506,0.8987342,0.8734177,0.8607595,0.835443,0.8227848,0.7974684,0.7848101,0.7594937,0.7341772,0.6962025,0.6835443,0.6075949,0.5822785,0.5316456,0.4936709,0.4556962,0.4303797,0.278481,0.2278481,0
61,0.75,1,1,0.9873418,0.9620253,0.9240506,0.8987342,0.8734177,0.8481013,0.835443,0.8227848,0.7974684,0.7848101,0.7341772,0.721519,0.6962025,0.6708861,0.556962,0.5063291,0.4177215,0.3924051,0.3797468,0.3291139,0.01265823,0
62,0.75,1,1,0.9620253,0.9367089,0.8227848,0.7974684,0.7848101,0.7721519,0.721519,0.6835443,0.6582278,0.6075949,0.556962,0.4936709,0.4683544,0.2405063,0.2025316,0.164557,0.1392405,0.08860759,0.06329114,0.03797468,0.02531646,0
63,0.75,1,1,0.9873418,0.9493671,0.9240506,0.835443,0.7848101,0.7468354,0.7341772,0.7088608,0.6962025,0.556962,0.5316456,0.5063291,0.4556962,0.4177215,0.3797468,0.3670886,0.3417722,0.3164557,0.08860759,0.07594937,0.02531646,0
64,0.75,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8734177,0.8481013,0.8227848,0.7848101,0.721519,0.6962025,0.6582278,0.6202532,0.5696203,0.4556962,0.4303797,0.4050633,0.3797468,0.3037975,0.08860759,0.06329114,0.03797468,0
65,0.75,1,1,0.9873418,0.9620253,0.9367089,0.9113924,0.8734177,0.8481013,0.8227848,0.7341772,0.7088608,0.6582278,0.5822785,0.556962,0.5443038,0.4936709,0.4683544,0.1392405,0.1265823,0.1012658,0.08860759,0.06329114,0.01265823,0
66,0.75,1,1,0.9493671,0.9367089,0.9113924,0.8860759,0.835443,0.8101266,0.721519,0.6962025,0.6455696,0.5822785,0.556962,0.5063291,0.4683544,0.4556962,0.4177215,0.1265823,0.1139241,0.08860759,0.06329114,0.03797468,0.01265823,0
67,0.75,1,1,0.9746835,0.8860759,0.8607595,0.835443,0.8101266,0.7594937,0.7468354,0.7341772,0.7088608,0.6329114,0.6202532,0.5696203,0.5189873,0.5063291,0.4810127,0.443038,0.4177215,0.278481,0.2658228,0.2405063,0.2278481,0
68,0.75,1,1,0.9746835,0.9620253,0.8481013,0.7974684,0.7721519,0.7468354,0.6962025,0.5949367,0.5696203,0.556962,0.5316456,0.5063291,0.4177215,0.3670886,0.3544304,0.3291139,0.1898734,0.1772152,0.1265823,0.08860759,0.02531646,0
69,0.75,1,1,0.9873418,0.9746835,0.9493671,0.8987342,0.8734177,0.8101266,0.7974684,0.721519,0.6962025,0.6708861,0.6455696,0.5949367,0.4556962,0.443038,0.4177215,0.3797468,0.3291139,0.3037975,0.2911392,0.06329114,0.03797468,0
70,0.75,1,1,0.9746835,0.9367089,0.9240506,0.8987342,0.8101266,0.7848101,0.7594937,0.7468354,0.6962025,0.6835443,0.6329114,0.5822785,0.556962,0.4177215,0.3924051,0.3670886,0.3544304,0.3037975,0.278481,0.02531646,0.01265823,0
71,0.75,1,1,0.9873418,0.9620253,0.9493671,0.9367089,0.9113924,0.8607595,0.835443,0.8227848,0.8101266,0.7848101,0.7468354,0.721519,0.6708861,0.6329114,0.5696203,0.443038,0.3924051,0.3164557,0.08860759,0.06329114,0.03797468,0
72,0.75,1,1,0.9620253,0.9493671,0.9240506,0.9113924,0.8860759,0.8734177,0.8607595,0.7848101,0.6455696,0.6202532,0.5949367,0.5696203,0.5443038,0.5189873,0.4936709,0.443038,0.3544304,0.3291139,0.278481,0.2658228,0.2278481,0
73,0.75,1,1,0.9746835,0.9620253,0.9493671,0.8860759,0.8734177,0.7594937,0.7341772,0.721519,0.6708861,0.6455696,0.5443038,0.5189873,0.4683544,0.443038,0.4177215,0.1898734,0.1518987,0.1392405,0.1139241,0.06329114,0.03797468,0
74,0.75,1,1,0.9746835,0.9620253,0.8734177,0.8607595,0.835443,0.8101266,0.7594937,0.6329114,0.6075949,0.5822785,0.5316456,0.5189873,0.4936709,0.4683544,0.4177215,0.3544304,0.3291139,0.3164557,0.278481,0.2531646,0.2278481,0
75,0.75,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.9113924,0.8227848,0.7974684,0.7848101,0.7721519,0.721519,0.6455696,0.6202532,0.5949367,0.5822785,0.5696203,0.5189873,0.4050633,0.3164557,0.2911392,0.06329114,0.02531646,0
76,0.75,1,1,0.9873418,0.9620253,0.9113924,0.8481013,0.8101266,0.7974684,0.7721519,0.7468354,0.6962025,0.6835443,0.6708861,0.6455696,0.6329114,0.5822785,0.556962,0.5189873,0.5063291,0.3670886,0.3417722,0.3164557,0.3037975,0
77,0.75,1,1,0.9746835,0.9113924,0.8860759,0.8607595,0.835443,0.8227848,0.7974684,0.7721519,0.7341772,0.6835443,0.6708861,0.5949367,0.5822785,0.556962,0.5443038,0.5316456,0.4810127,0.4556962,0.4177215,0.07594937,0.02531646,0
78,0.75,1,1,0.9746835,0.9240506,0.835443,0.8227848,0.7088608,0.6835443,0.6582278,0.6329114,0.6202532,0.5949367,0.556962,0.5316456,0.5063291,0.4936709,0.4683544,0.4177215,0.3924051,0.3797468,0.3164557,0.278481,0.2278481,0
79,0.75,1,1,0.9493671,0.9367089,0.8860759,0.8607595,0.8481013,0.8227848,0.7341772,0.7088608,0.6835443,0.6582278,0.6455696,0.5696203,0.5316456,0.4936709,0.443038,0.3544304,0.3291139,0.2911392,0.2658228,0.2531646,0.02531646,0
80,0.75,1,1,0.9746835,0.9113924,0.8607595,0.835443,0.8227848,0.7848101,0.7594937,0.7468354,0.6582278,0.6075949,0.5949367,0.556962,0.5063291,0.4810127,0.4556962,0.164557,0.1139241,0.1012658,0.07594937,0.05063291,0.03797468,0
81,0.75,1,1,0.9746835,0.9620253,0.9367089,0.9240506,0.9113924,0.8607595,0.835443,0.7088608,0.6582278,0.556962,0.5443038,0.5189873,0.4936709,0.4556962,0.4303797,0.3670886,0.3164557,0.3037975,0.07594937,0.03797468,0.01265823,0
82,0.75,1,1,0.9746835,0.9493671,0.9240506,0.9113924,0.8607595,0.835443,0.7848101,0.7594937,0.7088608,0.6835443,0.6202532,0.5822785,0.556962,0.4936709,0.4556962,0.443038,0.4177215,0.4050633,0.3924051,0.2531646,0.02531646,0
83,0.75,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.8481013,0.835443,0.8101266,0.7848101,0.7594937,0.7341772,0.7088608,0.6582278,0.556962,0.4936709,0.4556962,0.4177215,0.3797468,0.3291139,0.3037975,0.278481,0.05063291,0
84,0.75,1,1,0.9746835,0.9240506,0.8860759,0.8734177,0.8481013,0.835443,0.8101266,0.721519,0.6962025,0.6708861,0.6455696,0.6329114,0.6075949,0.5949367,0.5822785,0.556962,0.5063291,0.4810127,0.4303797,0.2911392,0.2278481,0
85,0.75,1,1,0.9113924,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.7974684,0.7721519,0.7594937,0.7468354,0.721519,0.6708861,0.5949367,0.5696203,0.4683544,0.4303797,0.3797468,0.3544304,0.3417722,0.03797468,0.01265823,0
86,0.75,1,1,0.9620253,0.9113924,0.8860759,0.8734177,0.8607595,0.835443,0.8227848,0.7974684,0.7721519,0.721519,0.6329114,0.6075949,0.556962,0.5443038,0.5063291,0.4810127,0.443038,0.1012658,0.07594937,0.05063291,0.02531646,0
87,0.75,1,1,0.9493671,0.9367089,0.9113924,0.8860759,0.835443,0.7468354,0.721519,0.6962025,0.6708861,0.5949367,0.5822785,0.556962,0.5316456,0.5189873,0.5063291,0.4556962,0.443038,0.4177215,0.3670886,0.3291139,0.01265823,0
88,0.75,1,1,0.9746835,0.9493671,0.8987342,0.8607595,0.7721519,0.7468354,0.7341772,0.721519,0.6708861,0.6455696,0.5949367,0.5696203,0.5443038,0.5189873,0.4683544,0.443038,0.3797468,0.3670886,0.3544304,0.03797468,0.02531646,0
89,0.75,1,1,0.9873418,0.9367089,0.9113924,0.8860759,0.8481013,0.8227848,0.7341772,0.7088608,0.6835443,0.5696203,0.556962,0.5063291,0.4936709,0.4683544,0.443038,0.3924051,0.1139241,0.1012658,0.05063291,0.02531646,0.01265823,0
90,0.75,1,1,0.9746835,0.9620253,0.9367089,0.835443,0.7468354,0.7341772,0.6835443,0.6582278,0.6202532,0.5949367,0.5189873,0.5063291,0.4556962,0.4177215,0.3797468,0.3417722,0.3164557,0.08860759,0.06329114,0.03797468,0.01265823,0
91,0.75,1,1,0.9746835,0.9620253,0.9367089,0.8860759,0.835443,0.8101266,0.7594937,0.6962025,0.6582278,0.5443038,0.5189873,0.4810127,0.4556962,0.4303797,0.4177215,0.3797468,0.3544304,0.3417722,0.1392405,0.08860759,0.06329114,0
92,0.75,1,1,0.9746835,0.9493671,0.9113924,0.8481013,0.7594937,0.7468354,0.721519,0.7088608,0.6708861,0.6202532,0.5949367,0.5443038,0.5063291,0.4683544,0.443038,0.3924051,0.3670886,0.3417722,0.2911392,0.03797468,0.02531646,0
93,0.75,1,1,0.9873418,0.9367089,0.9113924,0.8227848,0.8101266,0.7848101,0.7594937,0.721519,0.5822785,0.556962,0.5063291,0.4556962,0.4303797,0.4050633,0.3924051,0.3417722,0.3037975,0.2658228,0.05063291,0.02531646,0.01265823,0
94,0.75,1,1,0.9493671,0.9240506,0.9113924,0.8860759,0.8607595,0.8481013,0.7974684,0.7848101,0.6962025,0.6835443,0.6202532,0.5822785,0.556962,0.5189873,0.4936709,0.4556962,0.3924051,0.1265823,0.1012658,0.07594937,0.05063291,0
95,0.75,1,1,0.9873418,0.9620253,0.8987342,0.8734177,0.8607595,0.8481013,0.7594937,0.721519,0.6962025,0.6582278,0.6075949,0.5822785,0.5316456,0.5063291,0.4810127,0.4556962,0.4050633,0.3797468,0.3164557,0.03797468,0.01265823,0
96,0.75,1,1,0.9873418,0.9746835,0.9493671,0.835443,0.7848101,0.7594937,0.7341772,0.7088608,0.6582278,0.6329114,0.6075949,0.5443038,0.5189873,0.5063291,0.4936709,0.3797468,0.3417722,0.1139241,0.07594937,0.03797468,0.01265823,0
97,0.75,1,1,0.9746835,0.9493671,0.9240506,0.8987342,0.8860759,0.8734177,0.7594937,0.7341772,0.721519,0.6582278,0.6329114,0.6202532,0.5949367,0.5316456,0.5063291,0.4683544,0.443038,0.3924051,0.3164557,0.278481,0.2278481,0
98,0.75,1,1,0.9873418,0.8987342,0.8734177,0.8607595,0.7974684,0.7721519,0.7341772,0.7088608,0.6962025,0.6329114,0.5696203,0.5443038,0.5189873,0.4936709,0.4810127,0.443038,0.3924051,0.3544304,0.3164557,0.06329114,0.02531646,0
99,0.75,1,1,0.9873418,0.9746835,0.9493671,0.9240506,0.9113924,0.8734177,0.8481013,0.7974684,0.7088608,0.6835443,0.6582278,0.6329114,0.5822785,0.556962,0.5443038,0.5189873,0.4683544,0.4556962,0.3544304,0.06329114,0.05063291,0
100,0.75,1,1,0.9873418,0.9620253,0.9113924,0.8987342,0.8860759,0.8734177,0.8607595,0.835443,0.8101266,0.721519,0.6962025,0.6708861,0.5822785,0.556962,0.5443038,0.2025316,0.1518987,0.1139241,0.05063291,0.03797468,0.02531646,0
101,0.75,1,1,0.9873418,0.9746835,0.9113924,0.8734177,0.8227848,0.7974684,0.7848101,0.7088608,0.6582278,0.6329114,0.6202532,0.5949367,0.5822785,0.5316456,0.4936709,0.3417722,0.3164557,0.08860759,0.06329114,0.03797468,0.01265823,0
102,0.75,1,1,0.9746835,0.9367089,0.8481013,0.8227848,0.7721519,0.7594937,0.7468354,0.7341772,0.6835443,0.5822785,0.556962,0.5316456,0.4810127,0.4556962,0.4303797,0.3924051,0.3797468,0.3544304,0.2531646,0.02531646,0.01265823,0
103,0.75,1,1,0.9873418,0.9746835,0.9620253,0.8987342,0.8734177,0.7594937,0.7341772,0.6835443,0.6708861,0.6455696,0.6202532,0.5949367,0.5696203,0.5443038,0.5316456,0.4936709,0.4303797,0.3924051,0.3291139,0.3037975,0.2531646,0
104,0.75,1,1,0.9873418,0.9240506,0.835443,0.7974684,0.7721519,0.7468354,0.6962025,0.6835443,0.6582278,0.6202532,0.5696203,0.5443038,0.5063291,0.4810127,0.443038,0.4050633,0.3797468,0.3291139,0.3037975,0.06329114,0.05063291,0
105,0.75,1,1,0.9746835,0.9367089,0.9113924,0.8607595,0.8101266,0.7974684,0.7721519,0.7594937,0.7341772,0.7088608,0.6202532,0.6075949,0.5063291,0.4810127,0.4683544,0.443038,0.4050633,0.1012658,0.05063291,0.03797468,0.01265823,0
106,0.75,1,1,0.9746835,0.9620253,0.9493671,0.8860759,0.8734177,0.835443,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.6835443,0.6582278,0.6075949,0.5822785,0.5189873,0.4936709,0.3924051,0.3797468,0.3544304,0.3164557,0
107,0.75,1,1,0.9873418,0.9746835,0.8734177,0.8607595,0.8227848,0.7974684,0.7341772,0.6835443,0.6582278,0.6329114,0.6075949,0.5822785,0.5443038,0.2405063,0.2025316,0.1772152,0.1392405,0.1265823,0.1012658,0.07594937,0.05063291,0
108,0.75,1,1,0.9873418,0.9746835,0.9620253,0.8607595,0.7974684,0.7721519,0.721519,0.6962025,0.6708861,0.6455696,0.6075949,0.5443038,0.5063291,0.4810127,0.4556962,0.4303797,0.3797468,0.3291139,0.2911392,0.2658228,0.2278481,0
109,0.75,1,1,0.9746835,0.9493671,0.8987342,0.8481013,0.835443,0.7974684,0.7088608,0.6708861,0.6455696,0.5949367,0.4936709,0.4810127,0.4556962,0.443038,0.4177215,0.4050633,0.3797468,0.3670886,0.3291139,0.3037975,0.278481,0
110,0.75,1,1,0.9493671,0.9240506,0.9113924,0.8860759,0.7974684,0.7721519,0.6582278,0.6329114,0.6202532,0.5696203,0.5443038,0.4683544,0.443038,0.4177215,0.3924051,0.3797468,0.3291139,0.1139241,0.07594937,0.06329114,0.02531646,0
111,0.75,1,1,0.9873418,0.9620253,0.9493671,0.8607595,0.8101266,0.7974684,0.7721519,0.7088608,0.6835443,0.6329114,0.5949367,0.5696203,0.5443038,0.4303797,0.4177215,0.4050633,0.3924051,0.3291139,0.278481,0.2531646,0.2278481,0
112,0.75,1,1,0.9113924,0.8987342,0.8734177,0.8481013,0.835443,0.8101266,0.7974684,0.7341772,0.7088608,0.6708861,0.6455696,0.5949367,0.5696203,0.5189873,0.4303797,0.4177215,0.3670886,0.3291139,0.3037975,0.278481,0.2405063,0
113,0.75,1,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9240506,0.8734177,0.8481013,0.835443,0.8101266,0.7341772,0.7088608,0.6835443,0.6202532,0.5822785,0.5443038,0.5189873,0.5063291,0.4556962,0.4177215,0.3924051,0.05063291,0
114,0.75,1,1,0.9746835,0.9367089,0.9240506,0.9113924,0.8987342,0.8860759,0.8227848,0.7721519,0.7468354,0.7088608,0.6708861,0.6455696,0.6202532,0.5822785,0.556962,0.5063291,0.4556962,0.4303797,0.4050633,0.3797468,0.02531646,0
115,0.75,1,1,0.9746835,0.8860759,0.8607595,0.8101266,0.7594937,0.7341772,0.721519,0.6962025,0.6455696,0.6329114,0.6075949,0.5822785,0.5696203,0.5443038,0.4177215,0.3797468,0.3670886,0.3037975,0.07594937,0.03797468,0.02531646,0
116,0.75,1,1,0.9746835,0.9240506,0.8607595,0.835443,0.8227848,0.7848101,0.7594937,0.7341772,0.6835443,0.6582278,0.6455696,0.6329114,0.6075949,0.4810127,0.4556962,0.3544304,0.3164557,0.2151899,0.2025316,0.1772152,0.1392405,0
117,0.75,1,1,0.9367089,0.9113924,0.8860759,0.835443,0.8227848,0.7974684,0.7721519,0.7468354,0.721519,0.7088608,0.6582278,0.5443038,0.5063291,0.4810127,0.4303797,0.3924051,0.3797468,0.278481,0.2658228,0.2151899,0.1898734,0
118,0.75,1,1,0.9746835,0.9620253,0.9367089,0.8860759,0.7974684,0.7848101,0.7341772,0.7088608,0.5949367,0.5443038,0.5316456,0.5189873,0.5063291,0.4556962,0.4177215,0.3924051,0.1265823,0.08860759,0.07594937,0.05063291,0.02531646,0
119,0.75,1,1,0.9620253,0.9367089,0.9113924,0.8987342,0.8481013,0.8227848,0.7721519,0.7468354,0.7341772,0.721519,0.6708861,0.6582278,0.6329114,0.6202532,0.5949367,0.5063291,0.4050633,0.3924051,0.3797468,0.3544304,0.02531646,0
120,0.75,1,1,0.9113924,0.8987342,0.8860759,0.8607595,0.835443,0.8101266,0.7848101,0.7594937,0.7341772,0.6835443,0.6455696,0.6329114,0.6202532,0.6075949,0.556962,0.443038,0.3544304,0.3291139,0.278481,0.2531646,0.2405063,0
121,0.75,1,1,0.9873418,0.9367089,0.8987342,0.835443,0.8227848,0.7974684,0.7721519,0.7594937,0.7341772,0.721519,0.6962025,0.6835443,0.6582278,0.6202532,0.5949367,0.5696203,0.5443038,0.5063291,0.4177215,0.1012658,0.05063291,0
122,0.75,1,1,0.9367089,0.9240506,0.8860759,0.8607595,0.8481013,0.8227848,0.8101266,0.7594937,0.7341772,0.7088608,0.5696203,0.5063291,0.4556962,0.4303797,0.3797468,0.3544304,0.3164557,0.07594937,0.06329114,0.03797468,0.02531646,0
123,0.75,1,1,0.9493671,0.8607595,0.8481013,0.7468354,0.721519,0.6962025,0.6708861,0.6582278,0.6075949,0.5822785,0.556962,0.5443038,0.5189873,0.4303797,0.4177215,0.4050633,0.3544304,0.3291139,0.2911392,0.278481,0.2278481,0
124,0.75,1,1,0.9493671,0.9240506,0.9113924,0.8987342,0.8734177,0.8481013,0.8227848,0.7974684,0.7848101,0.7594937,0.6962025,0.6329114,0.6202532,0.5822785,0.4303797,0.3670886,0.1392405,0.1265823,0.07594937,0.06329114,0.03797468,0
125,0.75,1,1,0.9873418,0.9367089,0.9240506,0.8987342,0.8101266,0.7848101,0.7594937,0.7341772,0.6962025,0.6708861,0.6582278,0.556962,0.5189873,0.4936709,0.4556962,0.4303797,0.3924051,0.3417722,0.2911392,0.2658228,0.2278481,0
126,0.75,1,1,0.9873418,0.9367089,0.8987342,0.8734177,0.8227848,0.7974684,0.7848101,0.7594937,0.7341772,0.7088608,0.6202532,0.5949367,0.556962,0.5316456,0.5063291,0.4810127,0.4683544,0.4177215,0.4050633,0.06329114,0.02531646,0
127,0.75,1,1,0.9746835,0.9493671,0.9367089,0.8734177,0.8481013,0.835443,0.7974684,0.7721519,0.6075949,0.5949367,0.556962,0.5189873,0.4936709,0.4683544,0.4556962,0.3797468,0.3291139,0.3037975,0.1265823,0.08860759,0.02531646,0
128,0.75,1,1,0.9746835,0.9620253,0.9367089,0.8987342,0.8734177,0.7594937,0.7088608,0.6202532,0.556962,0.5063291,0.4936709,0.278481,0.2278481,0.2151899,0.1772152,0.1265823,0.1012658,0.08860759,0.06329114,0.03797468,0.02531646,0
129,0.75,1,1,0.9113924,0.8481013,0.835443,0.7974684,0.7468354,0.6708861,0.6582278,0.6202532,0.5949367,0.5696203,0.5316456,0.5063291,0.4810127,0.4303797,0.4177215,0.4050633,0.3797468,0.3544304,0.3037975,0.278481,0.02531646,0
130,0.75,1,1,0.9873418,0.9620253,0.9367089,0.8734177,0.8607595,0.8481013,0.7974684,0.7848101,0.7594937,0.7341772,0.6962025,0.6708861,0.6329114,0.556962,0.5316456,0.4810127,0.4683544,0.1139241,0.07594937,0.05063291,0.02531646,0
131,0.75,1,1,0.9746835,0.9493671,0.8987342,0.8734177,0.8101266,0.7974684,0.7848101,0.7721519,0.7341772,0.7088608,0.6962025,0.6708861,0.6202532,0.5949367,0.5696203,0.556962,0.5316456,0.4936709,0.3797468,0.06329114,0.03797468,0
132,0.75,1,1,0.9746835,0.9113924,0.8987342,0.8734177,0.8481013,0.835443,0.7848101,0.7721519,0.7088608,0.5822785,0.5443038,0.5063291,0.278481,0.2531646,0.2151899,0.164557,0.1392405,0.1139241,0.1012658,0.06329114,0.03797468,0
133,0.75,1,1,0.9873418,0.9493671,0.9367089,0.9113924,0.8860759,0.8227848,0.7974684,0.6962025,0.6455696,0.6202532,0.5949367,0.556962,0.5443038,0.5189873,0.5063291,0.4556962,0.4303797,0.3797468,0.3544304,0.3037975,0.01265823,0
134,0.75,1,1,0.9113924,0.8860759,0.8734177,0.8481013,0.8227848,0.8101266,0.7848101,0.7594937,0.7468354,0.721519,0.6708861,0.6582278,0.6329114,0.5443038,0.5189873,0.4683544,0.4303797,0.1392405,0.08860759,0.05063291,0.01265823,0
135,0.75,1,1,0.9746835,0.9493671,0.9240506,0.8860759,0.8607595,0.8481013,0.8227848,0.8101266,0.7974684,0.6455696,0.6202532,0.5696203,0.5443038,0.4556962,0.3924051,0.3544304,0.3417722,0.3037975,0.2911392,0.2025316,0.164557,0
136,0.75,1,1,0.9493671,0.8987342,0.8734177,0.8481013,0.835443,0.8101266,0.7088608,0.6962025,0.6708861,0.5949367,0.5696203,0.556962,0.5063291,0.4810127,0.4303797,0.3417722,0.3291139,0.3037975,0.2658228,0.2405063,0.01265823,0
137,0.75,1,1,0.9873418,0.9746835,0.9620253,0.8481013,0.8227848,0.7974684,0.7721519,0.7468354,0.6582278,0.6075949,0.5822785,0.5316456,0.4177215,0.3670886,0.3544304,0.3164557,0.3037975,0.07594937,0.06329114,0.03797468,0.01265823,0
138,0.75,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8101266,0.7974684,0.7721519,0.5189873,0.4683544,0.4177215,0.3924051,0.3670886,0.3037975,0.2658228,0.2531646,0.2278481,0.164557,0.1265823,0.1012658,0.08860759,0.06329114,0
139,0.75,1,1,0.9367089,0.9113924,0.8860759,0.8734177,0.8227848,0.8101266,0.7848101,0.7721519,0.7341772,0.7088608,0.6582278,0.6329114,0.6075949,0.5063291,0.4683544,0.4556962,0.4050633,0.3037975,0.278481,0.1518987,0.1139241,0
140,0.75,1,1,0.9746835,0.9493671,0.9240506,0.9113924,0.8607595,0.7468354,0.6835443,0.6455696,0.6329114,0.6202532,0.556962,0.5316456,0.5063291,0.4810127,0.4556962,0.4303797,0.1898734,0.164557,0.1265823,0.08860759,0.05063291,0
141,0.75,1,1,0.9746835,0.9620253,0.9113924,0.8987342,0.8607595,0.835443,0.8227848,0.7974684,0.721519,0.7088608,0.6455696,0.5443038,0.5189873,0.4683544,0.443038,0.4177215,0.3797468,0.3544304,0.3164557,0.278481,0.05063291,0
142,0.75,1,1,0.9873418,0.9746835,0.9493671,0.9240506,0.8987342,0.8734177,0.8607595,0.8481013,0.7974684,0.721519,0.6835443,0.6582278,0.5696203,0.5443038,0.5316456,0.3797468,0.3417722,0.2911392,0.2658228,0.2405063,0.01265823,0
143,0.75,1,1,0.9620253,0.9493671,0.8860759,0.8734177,0.8481013,0.8101266,0.7088608,0.6835443,0.6582278,0.6329114,0.6075949,0.5949367,0.5696203,0.4810127,0.4556962,0.3797468,0.1898734,0.1265823,0.1139241,0.06329114,0.02531646,0
144,0.75,1,1,0.9493671,0.9240506,0.835443,0.8227848,0.8101266,0.7848101,0.7721519,0.721519,0.6835443,0.6455696,0.6202532,0.6075949,0.5822785,0.556962,0.5316456,0.3924051,0.3417722,0.3291139,0.3037975,0.2531646,0.02531646,0
145,0.75,1,1,0.9746835,0.9493671,0.9240506,0.8860759,0.835443,0.8227848,0.7974684,0.7594937,0.7088608,0.6835443,0.6708861,0.6582278,0.5443038,0.5189873,0.4303797,0.3797468,0.3291139,0.3164557,0.2658228,0.2531646,0.02531646,0
146,0.75,1,1,0.9873418,0.9367089,0.9113924,0.8860759,0.8734177,0.8227848,0.7341772,0.6708861,0.5822785,0.5696203,0.5443038,0.5189873,0.4810127,0.4683544,0.4177215,0.3924051,0.3670886,0.2911392,0.278481,0.05063291,0.02531646,0
147,0.75,1,1,0.9367089,0.9113924,0.8860759,0.835443,0.8101266,0.7594937,0.7468354,0.721519,0.6962025,0.6835443,0.6582278,0.6329114,0.5949367,0.4810127,0.4683544,0.4556962,0.4050633,0.3670886,0.07594937,0.03797468,0.01265823,0
148,0.75,1,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8987342,0.835443,0.8101266,0.7848101,0.6835443,0.6708861,0.6202532,0.6075949,0.5822785,0.5189873,0.4556962,0.4303797,0.3924051,0.3797468,0.3417722,0.2911392,0.2278481,0
149,0.75,1,1,0.9493671,0.9367089,0.8481013,0.8227848,0.7974684,0.7468354,0.7088608,0.6835443,0.6582278,0.6455696,0.5949367,0.5696203,0.5443038,0.5316456,0.4683544,0.4556962,0.4303797,0.4050633,0.3924051,0.3797468,0.3417722,0
150,0.75,1,1,0.9620253,0.9493671,0.9240506,0.8734177,0.835443,0.8101266,0.7848101,0.7341772,0.721519,0.6582278,0.6455696,0.6202532,0.6075949,0.5822785,0.5696203,0.5063291,0.4556962,0.4303797,0.2911392,0.06329114,0.03797468,0
151,0.75,1,1,0.9113924,0.8987342,0.8101266,0.7594937,0.7468354,0.7341772,0.7088608,0.6835443,0.6708861,0.6329114,0.6075949,0.556962,0.5443038,0.5189873,0.4936709,0.4556962,0.4050633,0.3797468,0.3544304,0.278481,0.05063291,0
152,0.75,1,1,0.9746835,0.9620253,0.9113924,0.8607595,0.835443,0.8101266,0.7721519,0.7594937,0.7341772,0.6708861,0.556962,0.5189873,0.5063291,0.2151899,0.2025316,0.1518987,0.1265823,0.1139241,0.08860759,0.05063291,0.02531646,0
153,0.75,1,1,0.9873418,0.9493671,0.9367089,0.9113924,0.8607595,0.7468354,0.6962025,0.6708861,0.6329114,0.6075949,0.5822785,0.5696203,0.5063291,0.4810127,0.4683544,0.4556962,0.4303797,0.3924051,0.3670886,0.3164557,0.05063291,0
154,0.75,1,1,0.9493671,0.9240506,0.7974684,0.7594937,0.7341772,0.6835443,0.6582278,0.6329114,0.5949367,0.5063291,0.4810127,0.4683544,0.4303797,0.4050633,0.3797468,0.3544304,0.3417722,0.2911392,0.278481,0.07594937,0.02531646,0
155,0.75,1,1,0.9367089,0.9113924,0.8607595,0.8481013,0.835443,0.8101266,0.7974684,0.7594937,0.7468354,0.721519,0.6582278,0.6329114,0.6075949,0.556962,0.5316456,0.4810127,0.1392405,0.1012658,0.07594937,0.05063291,0.02531646,0
156,0.75,1,1,0.9746835,0.8860759,0.8734177,0.8481013,0.8101266,0.7974684,0.7721519,0.7468354,0.6962025,0.6455696,0.6075949,0.5822785,0.5696203,0.4810127,0.4556962,0.4303797,0.4050633,0.3544304,0.3417722,0.2911392,0.2278481,0
157,0.75,1,1,0.9493671,0.9240506,0.8734177,0.8481013,0.8227848,0.8101266,0.7848101,0.7721519,0.7341772,0.7088608,0.6708861,0.6455696,0.5063291,0.4810127,0.4556962,0.2278481,0.164557,0.1392405,0.1012658,0.06329114,0.05063291,0
